date,category,forecast
2024-11-16,Deli,296.3497777675124
2024-11-16,Meat,290.58563375859325
2024-11-16,Produce,220.04776977946872
2024-11-16,Ready_to_Eat,289.44930513867416
2024-11-16,Seafood,192.3160465553634
2024-11-17,Bakery,246.8100145126582
2024-11-17,Beverages,213.63333590226392
2024-11-17,Dairy,274.65452352346034
2024-11-17,Deli,121.54869742470358
2024-11-17,Meat,205.31059445819284
2024-11-17,Produce,274.0925757137483
2024-11-17,Ready_to_Eat,283.07981074551657
2024-11-17,Seafood,139.7323106651785
2024-11-18,Bakery,269.6302977455332
2024-11-18,Beverages,213.58984885467368
2024-11-18,Dairy,215.7150120804439
2024-11-18,Deli,386.608463458529
2024-11-18,Meat,198.203707681479
2024-11-18,Produce,190.60253831635663
2024-11-18,Ready_to_Eat,205.93303605273923
2024-11-18,Seafood,179.28787592843636
2024-11-19,Bakery,225.44793539205466
2024-11-19,Beverages,224.84252153949657
2024-11-19,Dairy,195.0444085407463
2024-11-19,Deli,224.80832876574596
2024-11-19,Meat,208.44178300653587
2024-11-19,Produce,171.927893696054
2024-11-19,Ready_to_Eat,143.6792834346788
2024-11-19,Seafood,220.3584791242953
2024-11-20,Bakery,127.27963725047506
2024-11-20,Beverages,208.04214102073684
2024-11-20,Dairy,376.56885743888074
2024-11-20,Deli,191.19178627201774
2024-11-20,Meat,210.11857477745662
2024-11-20,Produce,221.02342713816182
2024-11-20,Ready_to_Eat,189.4356930354621
2024-11-20,Seafood,204.15066056783064
2024-11-21,Bakery,207.33252466731852
2024-11-21,Beverages,211.63044451042248
2024-11-21,Dairy,234.3264893642928
2024-11-21,Deli,402.4578821942824
2024-11-21,Meat,110.75070150965527
2024-11-21,Produce,208.3828618560843
2024-11-21,Ready_to_Eat,212.02656405207122
2024-11-21,Seafood,221.24149393039144
2024-11-22,Bakery,228.62167208143194
2024-11-22,Beverages,205.87057985962375
2024-11-22,Dairy,220.53953978829804
2024-11-22,Deli,260.7064101690211
2024-11-22,Meat,140.14950388923765
2024-11-22,Produce,225.05775243925783
2024-11-22,Ready_to_Eat,139.61230710974377
2024-11-22,Seafood,323.5374822599514
2024-11-23,Bakery,220.96197662950468
2024-11-23,Beverages,223.7651637395478
2024-11-23,Dairy,279.30090199649453
2024-11-23,Deli,206.43884174526056
2024-11-23,Meat,259.49449025727506
2024-11-23,Produce,205.98707723911915
2024-11-23,Ready_to_Eat,183.23155989878776
2024-11-23,Seafood,141.1413366746832
2024-11-24,Bakery,234.46037577870575
2024-11-24,Beverages,199.99430709021013
2024-11-24,Dairy,131.10678314738126
2024-11-24,Deli,174.68136521722585
2024-11-24,Meat,475.00965349908273
2024-11-24,Produce,238.35631214939085
2024-11-24,Ready_to_Eat,451.0853450451835
2024-11-24,Seafood,318.8267531755542
2024-11-25,Bakery,184.29638424635786
2024-11-25,Beverages,188.86564499367708
2024-11-25,Dairy,242.69948907831636
2024-11-25,Deli,191.83512327544284
2024-11-25,Meat,226.4055993468531
2024-11-25,Produce,224.4416373640417
2024-11-25,Ready_to_Eat,180.8969604968653
2024-11-25,Seafood,195.93903570077376
2024-11-26,Bakery,190.51375455299265
2024-11-26,Beverages,188.19319821978686
2024-11-26,Dairy,211.52868375445578
2024-11-26,Deli,164.06731260491378
2024-11-26,Meat,271.70435406848594
2024-11-26,Produce,183.39747973811714
2024-11-26,Ready_to_Eat,206.14131432344527
2024-11-26,Seafood,209.53121907364883
2024-11-27,Bakery,277.1767509255072
2024-11-27,Beverages,219.20239866446914
2024-11-27,Dairy,191.72184531989544
2024-11-27,Deli,161.14098698567716
2024-11-27,Meat,186.02190506069178
2024-11-27,Produce,124.01525356461372
2024-11-27,Ready_to_Eat,211.64309708307505
2024-11-27,Seafood,232.43715509219982
2024-11-28,Bakery,229.71945376347742
2024-11-28,Beverages,249.11699445634588
2024-11-28,Dairy,279.0066114454306
2024-11-28,Deli,236.00119273252065
2024-11-28,Meat,229.86056289912565
2024-11-28,Produce,276.27180743123967
2024-11-28,Ready_to_Eat,205.34264019114744
2024-11-28,Seafood,344.1619334892564
2024-11-29,Bakery,233.12995426212044
2024-11-29,Beverages,195.01801648571424
2024-11-29,Dairy,198.42156903939798
2024-11-29,Deli,201.81605983642723
2024-11-29,Meat,229.34035707320044
2024-11-29,Produce,231.23703409685157
2024-11-29,Ready_to_Eat,146.3139436248691
2024-11-29,Seafood,201.45764783504686
2024-11-30,Bakery,234.8751352258447
2024-11-30,Beverages,261.18027967213135
2024-11-30,Dairy,248.47989415916015
2024-11-30,Deli,248.2177837080546
2024-11-30,Meat,228.370814590285
2024-11-30,Produce,277.9623482976041
2024-11-30,Ready_to_Eat,216.32863025076637
2024-11-30,Seafood,205.04765178245324
2024-12-01,Bakery,223.17607644735554
2024-12-01,Beverages,145.8497464501292
2024-12-01,Dairy,183.5197433746054
2024-12-01,Deli,402.43001493536644
2024-12-01,Meat,176.86886617360548
2024-12-01,Produce,417.79661864031357
2024-12-01,Ready_to_Eat,264.1781514782371
2024-12-01,Seafood,231.7403339523568
2024-12-02,Bakery,132.24571694635367
2024-12-02,Beverages,205.69247577422837
2024-12-02,Dairy,193.22246858394846
2024-12-02,Deli,206.80950009817602
2024-12-02,Meat,232.56905599354258
2024-12-02,Produce,157.5254893491516
2024-12-02,Ready_to_Eat,215.21986579348336
2024-12-02,Seafood,228.15170247133722
2024-12-03,Bakery,184.9046137448909
2024-12-03,Beverages,173.3027912483048
2024-12-03,Dairy,208.29261754924943
2024-12-03,Deli,223.20996970229896
2024-12-03,Meat,120.14061809071207
2024-12-03,Produce,145.60769217983417
2024-12-03,Ready_to_Eat,202.4730290487616
2024-12-03,Seafood,210.82585247767528
2024-12-04,Bakery,305.1427981869723
2024-12-04,Beverages,206.02964517841298
2024-12-04,Dairy,117.67813180436114
2024-12-04,Deli,253.749338997442
2024-12-04,Meat,194.71030793451
2024-12-04,Produce,180.58913545360465
2024-12-04,Ready_to_Eat,217.8171534640612
2024-12-04,Seafood,120.47361354767295
2024-12-05,Bakery,155.88236275516408
2024-12-05,Beverages,221.30510168552152
2024-12-05,Dairy,202.22023499147042
2024-12-05,Deli,296.4688669340165
2024-12-05,Meat,413.07244785626006
2024-12-05,Produce,242.9540692755163
2024-12-05,Ready_to_Eat,198.59006173377858
2024-12-05,Seafood,200.44178159454725
2024-12-06,Bakery,208.24118986647798
2024-12-06,Beverages,169.2089417494533
2024-12-06,Dairy,232.98104458194302
2024-12-06,Deli,195.88098157922363
2024-12-06,Meat,207.3211426625223
2024-12-06,Produce,176.9185593617603
2024-12-06,Ready_to_Eat,219.10897828508658
2024-12-06,Seafood,205.05117134869417
2024-12-07,Bakery,182.89168853071777
2024-12-07,Beverages,197.57017348358602
2024-12-07,Dairy,288.66456578626736
2024-12-07,Deli,242.22770757405436
2024-12-07,Meat,126.34882767208722
2024-12-07,Produce,226.1946156523062
2024-12-07,Ready_to_Eat,252.63305759027665
2024-12-07,Seafood,296.48134976119866
2024-12-08,Bakery,182.6284649006298
2024-12-08,Beverages,251.8235485989677
2024-12-08,Dairy,271.7846886081632
2024-12-08,Deli,238.36917259128435
2024-12-08,Meat,207.2372337199702
2024-12-08,Produce,244.04431087163596
2024-12-08,Ready_to_Eat,258.3165652884585
2024-12-08,Seafood,212.71840908721165
2024-12-09,Bakery,195.1060716002622
2024-12-09,Beverages,226.60853528156056
2024-12-09,Dairy,187.22880522795452
2024-12-09,Deli,194.97945315160203
2024-12-09,Meat,236.89501552366403
2024-12-09,Produce,154.7251640122824
2024-12-09,Ready_to_Eat,208.73193493935642
2024-12-09,Seafood,222.46525875023062
2024-12-10,Bakery,218.85289837870397
2024-12-10,Beverages,221.0266618484043
2024-12-10,Dairy,300.9935895157449
2024-12-10,Deli,235.73496484510986
2024-12-10,Meat,225.40771900860673
2024-12-10,Produce,287.24195424790094
2024-12-10,Ready_to_Eat,114.70110441734028
2024-12-10,Seafood,208.59840308817735
2024-12-11,Bakery,256.3785980389735
2024-12-11,Beverages,217.49399253989753
2024-12-11,Dairy,223.38726188615152
2024-12-11,Deli,247.8314003983734
2024-12-11,Meat,156.35055679447217
2024-12-11,Produce,411.26744867420166
2024-12-11,Ready_to_Eat,211.35156635794735
2024-12-11,Seafood,165.34669671153065
2024-12-12,Bakery,159.34226793829663
2024-12-12,Beverages,201.9729139664872
2024-12-12,Dairy,189.9249024130235
2024-12-12,Deli,230.58845647675068
2024-12-12,Meat,164.46243017991472
2024-12-12,Produce,168.03904407197106
2024-12-12,Ready_to_Eat,208.11400516174925
2024-12-12,Seafood,205.50668044966847
2024-12-13,Bakery,202.99067814562787
2024-12-13,Beverages,192.16662044340686
2024-12-13,Dairy,706.2577418532379
2024-12-13,Deli,318.42493743250077
2024-12-13,Meat,217.8701187522352
2024-12-13,Produce,225.17516248114174
2024-12-13,Ready_to_Eat,211.28502859148787
2024-12-13,Seafood,166.69717520575787
2024-12-14,Bakery,182.18820294630024
2024-12-14,Beverages,195.4884552840678
2024-12-14,Dairy,301.90363109334396
2024-12-14,Deli,177.14240592455582
2024-12-14,Meat,283.3917845600845
2024-12-14,Produce,212.26784754148156
2024-12-14,Ready_to_Eat,203.41069228088972
2024-12-14,Seafood,234.57716502504113
2024-12-15,Bakery,627.6342222300127
2024-12-15,Beverages,223.87997833503874
2024-12-15,Dairy,379.99700170507793
2024-12-15,Deli,210.45784836125316
2024-12-15,Meat,210.06863184911094
2024-12-15,Produce,248.49682384175782
2024-12-15,Ready_to_Eat,228.75675424963416
2024-12-15,Seafood,177.41116003203254
2024-12-16,Bakery,216.14251828970782
2024-12-16,Beverages,262.6581771897786
2024-12-16,Dairy,236.82734113613913
2024-12-16,Deli,230.3218217173021
2024-12-16,Meat,188.91820205370786
2024-12-16,Produce,206.9278111031571
2024-12-16,Ready_to_Eat,243.20076772466894
2024-12-16,Seafood,151.69933517362315
2024-12-17,Bakery,209.70046041956454
2024-12-17,Beverages,420.89917511025106
2024-12-17,Dairy,237.82958141814277
2024-12-17,Deli,225.24271731991143
2024-12-17,Meat,231.15318916988397
2024-12-17,Produce,252.32554496390935
2024-12-17,Ready_to_Eat,224.76570078095907
2024-12-17,Seafood,175.20727128576226
2024-12-18,Bakery,247.34849086730014
2024-12-18,Beverages,158.82236696253867
2024-12-18,Dairy,254.72144629641696
2024-12-18,Deli,200.94127385098588
2024-12-18,Meat,222.11153647437703
2024-12-18,Produce,234.31758591379446
2024-12-18,Ready_to_Eat,249.13768970682284
2024-12-18,Seafood,348.76923881484123
2024-12-19,Bakery,187.9892895589031
2024-12-19,Beverages,409.49621413183144
2024-12-19,Dairy,321.3443814362497
2024-12-19,Deli,159.50875220277615
2024-12-19,Meat,318.4560444620248
2024-12-19,Produce,304.7284590949681
2024-12-19,Ready_to_Eat,170.0632040899489
2024-12-19,Seafood,211.40765341316487
2024-12-20,Bakery,249.10478295285114
2024-12-20,Beverages,118.84957869369514
2024-12-20,Dairy,156.63733482155496
2024-12-20,Deli,222.92008595403237
2024-12-20,Meat,229.5749876065966
2024-12-20,Produce,172.05018138783643
2024-12-20,Ready_to_Eat,273.3161066190618
2024-12-20,Seafood,187.10087118437377
2024-12-21,Bakery,236.6347873311335
2024-12-21,Beverages,289.3386847785776
2024-12-21,Dairy,261.87060377658645
2024-12-21,Deli,257.2985331915607
2024-12-21,Meat,334.4232676112843
2024-12-21,Produce,257.18390391196493
2024-12-21,Ready_to_Eat,193.485349463224
2024-12-21,Seafood,242.22871200769876
2024-12-22,Bakery,398.6821539718317
2024-12-22,Beverages,224.61822564655586
2024-12-22,Dairy,222.10315912337515
2024-12-22,Deli,243.32651979913572
2024-12-22,Meat,235.26801024342518
2024-12-22,Produce,334.14009581450864
2024-12-22,Ready_to_Eat,259.8512280245714
2024-12-22,Seafood,218.6287887549999
2024-12-23,Bakery,226.11309447587902
2024-12-23,Beverages,169.51183953933932
2024-12-23,Dairy,223.49692160897737
2024-12-23,Deli,167.4061562754513
2024-12-23,Meat,152.82464017983744
2024-12-23,Produce,242.98148794907584
2024-12-23,Ready_to_Eat,195.1226424847326
2024-12-23,Seafood,208.64280496683676
2024-12-24,Bakery,183.019723868698
2024-12-24,Beverages,167.11546167317388
2024-12-24,Dairy,274.37748129465035
2024-12-24,Deli,208.23561534666516
2024-12-24,Meat,241.28568093347292
2024-12-24,Produce,321.89899053922005
2024-12-24,Ready_to_Eat,323.75020850156056
2024-12-24,Seafood,200.94293928126396
2024-12-25,Bakery,156.6382545950798
2024-12-25,Beverages,265.15691435585836
2024-12-25,Dairy,203.41098330106954
2024-12-25,Deli,136.670832766647
2024-12-25,Meat,219.95949956017714
2024-12-25,Produce,252.90713883940936
2024-12-25,Ready_to_Eat,168.56986921662082
2024-12-25,Seafood,198.34825840669748
2024-12-26,Bakery,419.02317884513315
2024-12-26,Beverages,272.41358764772855
2024-12-26,Dairy,215.65486341619544
2024-12-26,Deli,211.85075125149282
2024-12-26,Meat,265.997824032654
2024-12-26,Produce,202.71394812656104
2024-12-26,Ready_to_Eat,256.47413579733393
2024-12-26,Seafood,236.9559153467171
2024-12-27,Bakery,159.80312861393588
2024-12-27,Beverages,214.06445974815745
2024-12-27,Dairy,217.7834516908582
2024-12-27,Deli,222.14311100198154
2024-12-27,Meat,185.41687956581757
2024-12-27,Produce,199.59710840407504
2024-12-27,Ready_to_Eat,143.6002374546949
2024-12-27,Seafood,224.15964030547104
2024-12-28,Bakery,283.26600557865623
2024-12-28,Beverages,238.87004276556132
2024-12-28,Dairy,307.0574146075306
2024-12-28,Deli,369.9078422984467
2024-12-28,Meat,280.7934888391856
2024-12-28,Produce,415.2127487389741
2024-12-28,Ready_to_Eat,155.16678050504183
2024-12-28,Seafood,222.27401699440153
2024-12-29,Bakery,186.29132088959673
2024-12-29,Beverages,244.65133272336487
2024-12-29,Dairy,222.1186433422721
2024-12-29,Deli,238.57165187539283
2024-12-29,Meat,182.75987199893476
2024-12-29,Produce,243.07734459216059
2024-12-29,Ready_to_Eat,249.77998275418648
2024-12-29,Seafood,189.66335659155197
2024-12-30,Bakery,157.29695150825822
2024-12-30,Beverages,183.85859081227835
2024-12-30,Dairy,208.7555135126832
2024-12-30,Deli,270.2452057129266
2024-12-30,Meat,324.2899745834355
2024-12-30,Produce,219.36710429267646
2024-12-30,Ready_to_Eat,256.20700862046493
2024-12-30,Seafood,212.21442501237388
2024-12-31,Bakery,239.1098843273739
2024-12-31,Beverages,315.8381978951337
2024-12-31,Dairy,213.71584573058243
2024-12-31,Deli,197.23440679112352
2024-12-31,Meat,215.5297663034223
2024-12-31,Produce,180.1088909078843
2024-12-31,Ready_to_Eat,250.45298854260798
2024-12-31,Seafood,194.00420629553182
